Number,Name,Type 1,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Height,Weight,BMI
484,Palkia,Water,"['Pressure', 'Telepathy']",90,120,100,150,120,100,680,113.33333333333300,19.72026594366540,4.0,Slow,1250000,1.0,3,1.0,4.2,336.0,19.0
485,Heatran,Fire,"['Flame Body', 'Flash Fire']",91,90,106,130,106,77,600,100.0,16.743157806499100,4.0,Slow,1250000,1.0,3,1.0,1.7,430.0,148.8
486,Regigigas,Normal,['Slow Start'],110,160,110,80,110,100,670,111.66666666666700,24.094720491334900,4.0,Slow,1250000,1.0,3,1.0,3.7,420.0,30.7
487,Giratina,Ghost,"['Pressure', 'Telepathy']",150,100,120,100,120,90,680,113.33333333333300,19.72026594366540,4.0,Slow,1250000,1.0,3,1.0,4.5,750.0,37.0
487,Giratina-Origin,Dragon,['Pressure'],150,120,100,120,100,90,680,113.33333333333300,19.72026594366540,4.0,Slow,1250000,1.0,3,1.0,6.9,650.0,13.7
488,Cresselia,Psychic,['Levitate'],120,70,120,75,130,85,600,100.0,23.9791576165636,4.0,Slow,1250000,1.0,3,1.0,1.5,85.6,38.0
489,Phione,Water,['Hydration'],80,80,80,80,80,80,480,80.0,0.0,4.0,Slow,1250000,1.0,30,1.0,0.4,3.1,19.4
490,Manaphy,Water,['Hydration'],100,100,100,100,100,100,600,100.0,0.0,4.0,Slow,1250000,1.0,3,1.0,0.3,1.4,15.6
491,Darkrai,Dark,['Bad Dreams'],70,90,90,135,90,125,600,100.0,22.54624876411450,4.0,Slow,1250000,1.0,3,1.0,1.5,50.5,22.4
492,Shaymin,Grass,['Natural Cure'],100,100,100,100,100,100,600,100.0,0.0,4.0,Medium Slow,1059860,1.0,45,1.0,0.2,2.1,52.5
492,Shaymin-Sky,Grass,['Serene Grace'],100,103,75,120,75,127,600,100.0,19.949937343260000,4.0,Medium Slow,1059860,1.0,45,1.0,0.4,5.2,32.5
493,Arceus,Normal,['Multitype'],120,120,120,120,120,120,720,120.0,0.0,4.0,Slow,1250000,1.0,3,1.0,3.2,320.0,31.3
494,Victini,Psychic,['Victory Star'],100,100,100,100,100,100,600,100.0,0.0,5.0,Slow,1250000,1.0,3,1.0,0.4,4.0,25.0
495,Snivy,Grass,"['Contrary', 'Overgrow']",45,45,55,45,55,63,308,51.333333333333300,6.871842709362770,5.0,Medium Slow,1059860,0.0,45,0.0,0.6,8.1,22.5
496,Servine,Grass,"['Contrary', 'Overgrow']",60,60,75,60,75,83,413,68.83333333333330,9.227073690444270,5.0,Medium Slow,1059860,0.0,45,0.0,0.8,16.0,25.0
497,Serperior,Grass,"['Contrary', 'Overgrow']",75,75,95,75,95,113,528,88.0,14.317821063276400,5.0,Medium Slow,1059860,1.0,45,0.0,3.3,63.0,5.8
498,Tepig,Fire,"['Blaze', 'Thick Fat']",65,63,45,45,45,45,308,51.333333333333300,8.975274678557510,5.0,Medium Slow,1059860,0.0,45,0.0,0.5,9.9,39.6
499,Pignite,Fire,"['Blaze', 'Thick Fat']",90,93,55,70,55,55,418,69.66666666666670,16.346933113652300,5.0,Medium Slow,1059860,0.0,45,0.0,1.0,55.5,55.5
500,Emboar,Fire,"['Blaze', 'Reckless']",110,123,65,100,65,65,528,88.0,23.94437999475730,5.0,Medium Slow,1059860,1.0,45,0.0,1.6,150.0,58.6
501,Oshawott,Water,"['Shell Armor', 'Torrent']",55,55,45,63,45,45,308,51.333333333333300,6.871842709362770,5.0,Medium Slow,1059860,0.0,45,0.0,0.5,5.9,23.6
502,Dewott,Water,"['Shell Armor', 'Torrent']",75,75,60,83,60,60,413,68.83333333333330,9.227073690444270,5.0,Medium Slow,1059860,0.0,45,0.0,0.8,24.5,38.3
503,Samurott,Water,"['Shell Armor', 'Torrent']",95,100,85,108,70,70,528,88.0,14.433756729740600,5.0,Medium Slow,1059860,1.0,45,0.0,1.5,94.6,42.0
504,Patrat,Normal,"['Analytic', 'Keen Eye', 'Run Away']",45,55,39,35,39,42,255,42.5,6.370504951205460,5.0,Medium Fast,1000000,0.0,255,0.0,0.5,11.6,46.4
505,Watchog,Normal,"['Analytic', 'Illuminate', 'Keen Eye']",60,85,69,60,69,77,420,70.0,8.906926143924920,5.0,Medium Fast,1000000,1.0,255,0.0,1.1,27.0,22.3
506,Lillipup,Normal,"['Pickup', 'Run Away', 'Vital Spirit']",45,60,45,25,45,55,275,45.833333333333300,10.96078869830490,5.0,Medium Slow,1059860,0.0,255,0.0,0.4,4.1,25.6
507,Herdier,Normal,"['Intimidate', 'Sand Rush', 'Scrappy']",65,80,65,35,65,60,370,61.66666666666670,13.437096247164200,5.0,Medium Slow,1059860,0.0,120,0.0,0.9,14.7,18.1
508,Stoutland,Normal,"['Intimidate', 'Sand Rush', 'Scrappy']",85,110,90,45,90,80,500,83.33333333333330,19.507833184532700,5.0,Medium Slow,1059860,1.0,45,0.0,1.2,61.0,42.4
509,Purrloin,Dark,"['Limber', 'Prankster', 'Unburden']",41,50,37,50,37,66,281,46.833333333333300,10.122856426040100,5.0,Medium Fast,1000000,0.0,255,0.0,0.4,10.1,63.1
510,Liepard,Dark,"['Limber', 'Prankster', 'Unburden']",64,88,50,88,50,106,446,74.33333333333330,21.08448613449130,5.0,Medium Fast,1000000,1.0,90,0.0,1.1,37.5,31.0
511,Pansage,Grass,"['Gluttony', 'Overgrow']",50,53,48,53,48,64,316,52.66666666666670,5.467073155618910,5.0,Medium Fast,1000000,0.0,190,0.0,0.6,10.5,29.2
512,Simisage,Grass,"['Gluttony', 'Overgrow']",75,98,63,98,63,101,498,83.0,16.522711641858300,5.0,Medium Fast,1000000,1.0,75,0.0,1.1,30.5,25.2
513,Pansear,Fire,"['Blaze', 'Gluttony']",50,53,48,53,48,64,316,52.66666666666670,5.467073155618910,5.0,Medium Fast,1000000,0.0,190,0.0,0.6,11.0,30.6
514,Simisear,Fire,"['Blaze', 'Gluttony']",75,98,63,98,63,101,498,83.0,16.522711641858300,5.0,Medium Fast,1000000,1.0,75,0.0,1.0,28.0,28.0
515,Panpour,Water,"['Gluttony', 'Torrent']",50,53,48,53,48,64,316,52.66666666666670,5.467073155618910,5.0,Medium Fast,1000000,0.0,190,0.0,0.6,13.5,37.5
516,Simipour,Water,"['Gluttony', 'Torrent']",75,98,63,98,63,101,498,83.0,16.522711641858300,5.0,Medium Fast,1000000,1.0,75,0.0,1.0,29.0,29.0
517,Munna,Psychic,"['Forewarn', 'Synchronize', 'Telepathy']",76,25,45,67,55,24,292,48.66666666666670,19.60158723731890,5.0,Fast,800000,0.0,190,0.0,0.6,23.3,64.7
518,Musharna,Psychic,"['Forewarn', 'Synchronize', 'Telepathy']",116,55,85,107,95,29,487,81.16666666666670,30.25677151022930,5.0,Fast,800000,1.0,75,0.0,1.1,60.5,50.0
519,Pidove,Normal,"['Big Pecks', 'Rivalry', 'Super Luck']",50,55,50,36,30,43,264,44.0,8.698658900466590,5.0,Medium Slow,1059860,0.0,255,0.0,0.3,2.1,23.3
520,Tranquill,Normal,"['Big Pecks', 'Rivalry', 'Super Luck']",62,77,62,50,42,65,358,59.66666666666670,11.14550233153370,5.0,Medium Slow,1059860,0.0,120,0.0,0.6,15.0,41.7
521,Unfezant,Normal,"['Big Pecks', 'Rivalry', 'Super Luck']",80,115,80,65,55,93,488,81.33333333333330,19.29306150465040,5.0,Medium Slow,1059860,1.0,45,0.0,1.2,29.0,20.1
522,Blitzle,Electric,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",45,60,32,50,32,76,295,49.16666666666670,15.517910798672500,5.0,Medium Fast,1000000,0.0,190,0.0,0.8,29.8,46.6
523,Zebstrika,Electric,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",75,100,63,80,63,116,497,82.83333333333330,19.368502494743600,5.0,Medium Fast,1000000,1.0,75,0.0,1.6,79.5,31.1
524,Roggenrola,Rock,"['Sand Force', 'Sturdy', 'Weak Armor']",55,75,85,25,25,15,280,46.66666666666670,26.718699236469,5.0,Medium Slow,1059860,0.0,255,0.0,0.4,18.0,112.5
525,Boldore,Rock,"['Sand Force', 'Sturdy', 'Weak Armor']",70,105,105,50,40,20,390,65.0,31.88521078284830,5.0,Medium Slow,1059860,0.0,120,0.0,0.9,102.0,125.9
526,Gigalith,Rock,"['Sand Force', 'Sand Stream', 'Sturdy']",85,135,130,60,80,25,515,85.83333333333330,38.233565823181500,5.0,Medium Slow,1059860,1.0,45,0.0,1.7,260.0,90.0
527,Woobat,Psychic,"['Klutz', 'Simple', 'Unaware']",65,45,43,55,43,72,323,53.833333333333300,11.31984491452460,5.0,Medium Fast,1000000,0.0,190,0.0,0.4,2.1,13.1
528,Swoobat,Psychic,"['Klutz', 'Simple', 'Unaware']",67,57,55,77,55,114,425,70.83333333333330,20.8519916448179,5.0,Medium Fast,1000000,1.0,45,0.0,0.9,10.5,13.0
529,Drilbur,Ground,"['Mold Breaker', 'Sand Force', 'Sand Rush']",60,85,40,30,45,68,328,54.66666666666670,18.454147380888500,5.0,Medium Fast,1000000,0.0,120,0.0,0.3,8.5,94.4
530,Excadrill,Ground,"['Mold Breaker', 'Sand Force', 'Sand Rush']",110,135,60,50,65,88,508,84.66666666666670,29.953667926019000,5.0,Medium Fast,1000000,1.0,60,0.0,0.7,40.4,82.4
531,Audino,Normal,"['Healer', 'Klutz', 'Regenerator']",103,60,86,60,86,50,445,74.16666666666670,18.69417615789000,5.0,Fast,800000,1.0,255,0.0,1.1,31.0,25.6
531,Mega Audino,Normal,['Healer'],103,60,126,80,126,50,545,90.83333333333330,29.87985200022840,6.0,Fast,800000,1.0,255,0.0,1.5,32.0,14.2
532,Timburr,Fighting,"['Guts', 'Iron Fist', 'Sheer Force']",75,80,55,25,35,35,305,50.833333333333300,20.899893673307400,5.0,Medium Slow,1059860,0.0,180,0.0,0.6,12.5,34.7
533,Gurdurr,Fighting,"['Guts', 'Iron Fist', 'Sheer Force']",85,105,85,40,50,40,405,67.5,25.2899848424892,5.0,Medium Slow,1059860,0.0,90,0.0,1.2,40.0,27.8
534,Conkeldurr,Fighting,"['Guts', 'Iron Fist', 'Sheer Force']",105,140,95,55,65,45,505,84.16666666666670,32.712977377317500,5.0,Medium Slow,1059860,1.0,45,0.0,1.4,87.0,44.4
535,Tympole,Water,"['Hydration', 'Swift Swim', 'Water Absorb']",50,50,40,50,40,64,294,49.0,8.06225774829855,5.0,Medium Slow,1059860,0.0,255,0.0,0.5,4.5,18.0
536,Palpitoad,Water,"['Hydration', 'Swift Swim', 'Water Absorb']",75,65,55,65,55,69,384,64.0,7.187952884282610,5.0,Medium Slow,1059860,0.0,120,0.0,0.8,17.0,26.6
537,Seismitoad,Water,"['Poison Touch', 'Swift Swim', 'Water Absorb']",105,95,75,85,75,74,509,84.83333333333330,11.6963907063485,5.0,Medium Slow,1059860,1.0,45,0.0,1.5,62.0,27.6
538,Throh,Fighting,"['Guts', 'Inner Focus', 'Mold Breaker']",120,100,85,30,85,45,465,77.5,30.92329219213250,5.0,Medium Fast,1000000,1.0,45,0.0,1.3,55.5,32.8
539,Sawk,Fighting,"['Inner Focus', 'Mold Breaker', 'Sturdy']",75,125,75,30,75,85,465,77.5,27.651100038395100,5.0,Medium Fast,1000000,1.0,45,0.0,1.4,51.0,26.0
540,Sewaddle,Bug,"['Chlorophyll', 'Overcoat', 'Swarm']",45,53,70,40,60,42,310,51.66666666666670,10.656244908763900,5.0,Medium Slow,1059860,0.0,255,0.0,0.3,2.5,27.8
541,Swadloon,Bug,"['Chlorophyll', 'Leaf Guard', 'Overcoat']",55,63,90,50,80,42,380,63.333333333333300,16.78954701261740,5.0,Medium Slow,1059860,0.0,120,0.0,0.5,7.3,29.2
542,Leavanny,Bug,"['Chlorophyll', 'Overcoat', 'Swarm']",75,103,80,70,80,92,500,83.33333333333330,11.04033010778610,5.0,Medium Slow,1059860,1.0,45,0.0,1.2,20.5,14.2
543,Venipede,Bug,"['Poison Point', 'Speed Boost', 'Swarm']",30,45,59,30,39,57,260,43.333333333333300,11.61416759345620,5.0,Medium Slow,1059860,0.0,255,0.0,0.4,5.3,33.1
544,Whirlipede,Bug,"['Poison Point', 'Speed Boost', 'Swarm']",40,55,99,40,79,47,360,60.0,21.8936824982307,5.0,Medium Slow,1059860,0.0,120,0.0,1.2,58.5,40.6
545,Scolipede,Bug,"['Poison Point', 'Speed Boost', 'Swarm']",60,100,89,55,69,112,485,80.83333333333330,21.003306617980200,5.0,Medium Slow,1059860,1.0,45,0.0,2.5,200.5,32.1
546,Cottonee,Grass,"['Chlorophyll', 'Infiltrator', 'Prankster']",40,27,60,37,50,66,280,46.66666666666670,13.461880337539100,5.0,Medium Fast,1000000,0.0,190,0.0,0.3,0.6,6.7
547,Whimsicott,Grass,"['Chlorophyll', 'Infiltrator', 'Prankster']",60,67,85,77,75,116,480,80.0,17.907168024751100,5.0,Medium Fast,1000000,1.0,75,0.0,0.7,6.6,13.5
548,Petilil,Grass,"['Chlorophyll', 'Leaf Guard', 'Own Tempo']",45,35,50,70,50,30,280,46.66666666666670,12.801909579781000,5.0,Medium Fast,1000000,0.0,190,0.0,0.5,6.6,26.4
549,Lilligant,Grass,"['Chlorophyll', 'Leaf Guard', 'Own Tempo']",70,60,75,110,75,90,480,80.0,16.072751268321600,5.0,Medium Fast,1000000,1.0,75,0.0,1.1,16.3,13.5
550,Basculin,Water,"['Adaptability', 'Mold Breaker', 'Reckless']",70,92,65,80,55,98,460,76.66666666666670,15.007405579320600,5.0,Medium Fast,1000000,1.0,25,0.0,1.0,18.0,18.0
551,Sandile,Ground,"['Anger Point', 'Intimidate', 'Moxie']",50,72,35,35,35,65,292,48.66666666666670,15.129074290547000,5.0,Medium Slow,1059860,0.0,180,0.0,0.7,15.2,31.0
552,Krokorok,Ground,"['Anger Point', 'Intimidate', 'Moxie']",60,82,45,45,45,74,351,58.5,14.952703211571300,5.0,Medium Slow,1059860,0.0,90,0.0,1.0,33.4,33.4
553,Krookodile,Ground,"['Anger Point', 'Intimidate', 'Moxie']",95,117,80,65,70,92,519,86.5,17.36615482291150,5.0,Medium Slow,1059860,1.0,45,0.0,1.5,96.3,42.8
554,Darumaka,Fire,"['Hustle', 'Inner Focus']",70,90,45,15,45,50,315,52.5,23.22893310794390,5.0,Medium Slow,1059860,0.0,120,0.0,0.6,37.5,104.2
554,Galarian Darumaka,Ice,"['Hustle', 'Inner Focus']",70,90,45,15,45,50,315,52.5,23.22893310794390,8.0,Medium Slow,1059860,0.0,120,0.0,0.7,40.0,81.6
555,Darmanitan,Fire,"['Sheer Force', 'Zen Mode']",105,140,55,30,55,95,480,80.0,36.96845502136470,5.0,Medium Slow,1059860,0.0,60,0.0,1.3,92.9,55.0
555,Darmanitan Zen-Mode,Fire,['Zen Mode'],105,30,105,140,105,55,540,90.0,36.51483716701110,5.0,Medium Slow,1059860,0.0,60,0.0,1.3,92.9,55.0
555,Galarian Darmanitan,Ice,"['Gorilla Tactics', 'Zen Mode']",105,140,55,30,55,95,480,80.0,36.96845502136470,8.0,Medium Slow,1059860,0.0,60,0.0,1.7,120.0,41.5
555,Galarian Darmanitan Zen-Mode,Ice,"['Gorilla Tactics', 'Zen Mode']",105,160,55,30,55,135,540,90.0,46.9041575982343,8.0,Medium Slow,1059860,0.0,60,0.0,1.7,120.0,41.5
556,Maractus,Grass,"['Chlorophyll', 'Storm Drain', 'Water Absorb']",75,86,67,106,67,60,461,76.83333333333330,15.355961564016600,5.0,Medium Fast,1000000,1.0,255,0.0,1.0,28.0,28.0
557,Dwebble,Bug,"['Shell Armor', 'Sturdy', 'Weak Armor']",50,65,85,35,35,55,325,54.16666666666670,17.42045413363910,5.0,Medium Fast,1000000,0.0,190,0.0,0.3,14.5,161.1
558,Crustle,Bug,"['Shell Armor', 'Sturdy', 'Weak Armor']",70,105,125,65,75,45,485,80.83333333333330,26.523050771399200,5.0,Medium Fast,1000000,1.0,75,0.0,1.4,200.0,102.0
559,Scraggy,Dark,"['Intimidate', 'Moxie', 'Shed Skin']",50,75,70,35,70,48,348,58.0,14.548768561863500,5.0,Medium Fast,1000000,0.0,180,0.0,0.6,11.8,32.8
560,Scrafty,Dark,"['Intimidate', 'Moxie', 'Shed Skin']",65,90,115,45,115,58,488,81.33333333333330,27.30486322169650,5.0,Medium Fast,1000000,1.0,90,0.0,1.1,30.0,24.8
561,Sigilyph,Psychic,"['Magic Guard', 'Tinted Lens', 'Wonder Skin']",72,58,80,103,80,97,490,81.66666666666670,14.996295838936000,5.0,Medium Fast,1000000,1.0,45,0.0,1.4,14.0,7.1
562,Yamask,Ghost,['Mummy'],38,30,85,55,65,30,303,50.5,20.072784228070300,5.0,Medium Fast,1000000,0.0,190,0.0,0.5,1.5,6.0
562,Galarian Yamask,Ground,['Wandering Spirit'],38,55,85,30,65,30,303,50.5,20.072784228070300,8.0,Medium Fast,1000000,0.0,190,0.0,0.5,1.5,6.0
563,Cofagrigus,Ghost,['Mummy'],58,50,145,95,105,30,483,80.5,38.63827980988110,5.0,Medium Fast,1000000,1.0,90,0.0,1.7,76.5,26.5
564,Tirtouga,Water,"['Solid Rock', 'Sturdy', 'Swift Swim']",54,78,103,53,45,22,355,59.16666666666670,25.56962173274290,5.0,Medium Fast,1000000,0.0,45,0.0,0.7,16.5,33.7
565,Carracosta,Water,"['Solid Rock', 'Sturdy', 'Swift Swim']",74,108,133,83,65,32,495,82.5,31.96221727811340,5.0,Medium Fast,1000000,1.0,45,0.0,1.2,81.0,56.3
566,Archen,Rock,['Defeatist'],55,112,45,74,45,70,401,66.83333333333330,23.075359633648700,5.0,Medium Fast,1000000,0.0,45,0.0,0.5,9.5,38.0
567,Archeops,Rock,['Defeatist'],75,140,65,112,65,110,567,94.5,28.099525500145600,5.0,Medium Fast,1000000,1.0,45,0.0,1.4,32.0,16.3
568,Trubbish,Poison,"['Aftermath', 'Stench', 'Sticky Hold']",50,50,62,40,62,65,329,54.833333333333300,8.87724932372385,5.0,Medium Fast,1000000,0.0,190,0.0,0.6,31.0,86.1
569,Garbodor,Poison,"['Aftermath', 'Stench', 'Weak Armor']",80,95,82,60,82,75,474,79.0,10.424330514074600,5.0,Medium Fast,1000000,1.0,60,0.0,1.9,107.3,29.7
570,Zorua,Dark,['Illusion'],40,65,40,80,40,65,330,55.0,15.811388300841900,5.0,Medium Slow,1059860,0.0,75,0.0,0.7,12.5,25.5
571,Zoroark,Dark,['Illusion'],60,105,60,120,60,105,510,85.0,25.495097567963900,5.0,Medium Slow,1059860,1.0,45,0.0,1.6,81.1,31.7
572,Minccino,Normal,"['Cute Charm', 'Skill Link', 'Technician']",55,50,40,40,40,75,300,50.0,12.583057392117900,5.0,Fast,800000,0.0,255,0.0,0.4,5.8,36.3
573,Cinccino,Normal,"['Cute Charm', 'Skill Link', 'Technician']",75,95,60,65,60,115,470,78.33333333333330,20.34425935955620,5.0,Fast,800000,1.0,60,0.0,0.5,7.5,30.0
574,Gothita,Psychic,"['Competitive', 'Frisk', 'Shadow Tag']",45,30,50,55,65,45,290,48.333333333333300,10.671873729054700,5.0,Medium Slow,1059860,0.0,200,0.0,0.4,5.8,36.3
575,Gothorita,Psychic,"['Competitive', 'Frisk', 'Shadow Tag']",60,45,70,75,85,55,390,65.0,13.228756555323000,5.0,Medium Slow,1059860,0.0,100,0.0,0.7,18.0,36.7
576,Gothitelle,Psychic,"['Competitive', 'Frisk', 'Shadow Tag']",70,55,95,95,110,65,490,81.66666666666670,19.507833184532700,5.0,Medium Slow,1059860,1.0,50,0.0,1.5,44.0,19.6
577,Solosis,Psychic,"['Magic Guard', 'Overcoat', 'Regenerator']",45,30,40,105,50,20,290,48.333333333333300,27.182510717166800,5.0,Medium Slow,1059860,0.0,200,0.0,0.3,1.0,11.1
578,Duosion,Psychic,"['Magic Guard', 'Overcoat', 'Regenerator']",65,40,50,125,60,30,370,61.66666666666670,30.641293851417100,5.0,Medium Slow,1059860,0.0,100,0.0,0.6,8.0,22.2
579,Reuniclus,Psychic,"['Magic Guard', 'Overcoat', 'Regenerator']",110,65,75,125,85,30,490,81.66666666666670,30.77697552103230,5.0,Medium Slow,1059860,1.0,50,0.0,1.0,20.1,20.1
580,Ducklett,Water,"['Big Pecks', 'Hydration', 'Keen Eye']",62,44,50,44,50,55,305,50.833333333333300,6.282692274990260,5.0,Medium Fast,1000000,0.0,190,0.0,0.5,5.5,22.0
581,Swanna,Water,"['Big Pecks', 'Hydration', 'Keen Eye']",75,87,63,87,63,98,473,78.83333333333330,13.01814972345230,5.0,Medium Fast,1000000,1.0,45,0.0,1.3,24.2,14.3
582,Vanillite,Ice,"['Ice Body', 'Snow Cloak', 'Weak Armor']",36,50,50,65,60,44,305,50.833333333333300,9.598900399987950,5.0,Slow,1250000,0.0,255,0.0,0.4,5.7,35.6
583,Vanillish,Ice,"['Ice Body', 'Snow Cloak', 'Weak Armor']",51,65,65,80,75,59,395,65.83333333333330,9.598900399987950,5.0,Slow,1250000,0.0,120,0.0,1.1,41.0,33.9
584,Vanilluxe,Ice,"['Ice Body', 'Snow Warning', 'Weak Armor']",71,95,85,110,95,79,535,89.16666666666670,12.601807630477300,5.0,Slow,1250000,1.0,45,0.0,1.3,57.5,34.0
585,Deerling,Normal,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,60,50,40,50,75,335,55.833333333333300,10.96078869830490,5.0,Medium Fast,1000000,0.0,190,0.0,0.6,19.5,54.2
586,Sawsbuck,Normal,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",80,100,70,60,70,95,475,79.16666666666670,14.264368973853100,5.0,Medium Fast,1000000,1.0,75,0.0,1.9,92.5,25.6
587,Emolga,Electric,"['Motor Drive', 'Static']",55,75,60,75,60,103,428,71.33333333333330,16.090024514862900,5.0,Medium Fast,1000000,1.0,200,0.0,0.4,5.0,31.3
588,Karrablast,Bug,"['No Guard', 'Shed Skin', 'Swarm']",50,75,45,40,45,60,315,52.5,11.81453906563150,5.0,Medium Fast,1000000,0.0,200,0.0,0.5,5.9,23.6
589,Escavalier,Bug,"['Overcoat', 'Shell Armor', 'Swarm']",70,135,105,60,105,20,495,82.5,37.27711541057510,5.0,Medium Fast,1000000,1.0,75,0.0,1.0,33.0,33.0
590,Foongus,Grass,"['Effect Spore', 'Regenerator']",69,55,45,55,55,15,294,49.0,16.73320053068150,5.0,Medium Fast,1000000,0.0,190,0.0,0.2,1.0,25.0
591,Amoonguss,Grass,"['Effect Spore', 'Regenerator']",114,85,70,85,80,30,464,77.33333333333330,25.04440500834910,5.0,Medium Fast,1000000,1.0,75,0.0,0.6,10.5,29.2
592,Frillish,Water,"['Cursed Body', 'Damp', 'Water Absorb']",55,40,50,65,85,40,335,55.833333333333300,15.65691185671330,5.0,Medium Fast,1000000,0.0,190,0.0,1.2,33.0,22.9
593,Jellicent,Water,"['Cursed Body', 'Damp', 'Water Absorb']",100,60,70,85,105,60,480,80.0,18.027756377319900,5.0,Medium Fast,1000000,1.0,60,0.0,2.2,135.0,27.9
594,Alomomola,Water,"['Healer', 'Hydration', 'Regenerator']",165,75,80,40,45,65,470,78.33333333333330,41.3991411612474,5.0,Fast,800000,1.0,75,0.0,1.2,31.6,21.9
595,Joltik,Bug,"['Swarm', 'Unnerve']",50,47,50,57,50,65,319,53.16666666666670,6.094168432927410,5.0,Medium Fast,1000000,0.0,190,0.0,0.1,0.6,60.0
596,Galvantula,Bug,"['Swarm', 'Unnerve']",70,77,60,97,60,108,472,78.66666666666670,18.1261014990967,5.0,Medium Fast,1000000,1.0,75,0.0,0.8,14.3,22.3
597,Ferroseed,Grass,['Iron Barbs'],44,50,91,24,86,10,305,50.833333333333300,29.678368478667300,5.0,Medium Fast,1000000,0.0,255,0.0,0.6,18.8,52.2
598,Ferrothorn,Grass,"['Anticipation', 'Iron Barbs']",74,94,131,54,116,20,489,81.5,37.39763807158590,5.0,Medium Fast,1000000,1.0,90,0.0,1.0,110.0,110.0
599,Klink,Steel,"['Clear Body', 'Minus', 'Plus']",40,55,70,45,60,30,300,50.0,13.228756555323000,5.0,Medium Slow,1059860,0.0,130,0.0,0.3,21.0,233.3
600,Klang,Steel,"['Clear Body', 'Minus', 'Plus']",60,80,95,70,85,50,440,73.33333333333330,15.184055965240500,5.0,Medium Slow,1059860,0.0,60,0.0,0.6,51.0,141.7
601,Klinklang,Steel,"['Clear Body', 'Minus', 'Plus']",60,100,115,70,85,90,520,86.66666666666670,18.18118685772620,5.0,Medium Slow,1059860,1.0,30,0.0,0.6,81.0,225.0
602,Tynamo,Electric,['Levitate'],35,55,40,45,40,60,275,45.833333333333300,8.858454843945540,5.0,Slow,1250000,0.0,190,0.0,0.2,0.3,7.5
603,Eelektrik,Electric,['Levitate'],65,85,70,75,70,40,405,67.5,13.768926368215300,5.0,Slow,1250000,0.0,60,0.0,1.2,22.0,15.3
604,Eelektross,Electric,['Levitate'],85,115,80,105,80,50,515,85.83333333333330,20.6995705806237,5.0,Slow,1250000,1.0,30,0.0,2.1,80.5,18.3
605,Elgyem,Psychic,"['Analytic', 'Synchronize', 'Telepathy']",55,55,55,85,55,30,335,55.833333333333300,15.920810978785700,5.0,Medium Fast,1000000,0.0,255,0.0,0.5,9.0,36.0
606,Beheeyem,Psychic,"['Analytic', 'Synchronize', 'Telepathy']",75,75,75,125,95,40,485,80.83333333333330,25.56310275029660,5.0,Medium Fast,1000000,1.0,90,0.0,1.0,34.5,34.5
607,Litwick,Ghost,"['Flame Body', 'Flash Fire', 'Infiltrator']",50,30,55,65,55,20,275,45.833333333333300,15.65691185671330,5.0,Medium Slow,1059860,0.0,190,0.0,0.3,3.1,34.4
608,Lampent,Ghost,"['Flame Body', 'Flash Fire', 'Infiltrator']",60,40,60,95,60,55,370,61.66666666666670,16.49915822768610,5.0,Medium Slow,1059860,0.0,90,0.0,0.6,13.0,36.1
609,Chandelure,Ghost,"['Flame Body', 'Flash Fire', 'Infiltrator']",60,55,90,145,90,80,520,86.66666666666670,29.39198681424730,5.0,Medium Slow,1059860,1.0,45,0.0,1.0,34.3,34.3
610,Axew,Dragon,"['Mold Breaker', 'Rivalry', 'Unnerve']",46,87,60,30,40,57,320,53.333333333333300,18.10770247405480,5.0,Slow,1250000,0.0,75,0.0,0.6,18.0,50.0
611,Fraxure,Dragon,"['Mold Breaker', 'Rivalry', 'Unnerve']",66,117,70,40,50,67,410,68.33333333333330,24.2120263964465,5.0,Slow,1250000,0.0,60,0.0,1.0,36.0,36.0
612,Haxorus,Dragon,"['Mold Breaker', 'Rivalry', 'Unnerve']",76,147,90,60,70,97,540,90.0,28.26658805020510,5.0,Slow,1250000,1.0,45,0.0,1.8,105.5,32.6
613,Cubchoo,Ice,"['Rattled', 'Slush Rush', 'Snow Cloak']",55,70,40,60,40,40,305,50.833333333333300,11.6963907063485,5.0,Medium Fast,1000000,0.0,120,0.0,0.5,8.5,34.0
614,Beartic,Ice,"['Slush Rush', 'Snow Cloak', 'Swift Swim']",95,130,80,70,80,50,505,84.16666666666670,24.565671621639500,5.0,Medium Fast,1000000,1.0,60,0.0,2.6,260.0,38.5
615,Cryogonal,Ice,['Levitate'],80,50,50,95,135,105,515,85.83333333333330,30.196118219989100,5.0,Medium Fast,1000000,1.0,25,0.0,1.1,148.0,122.3
616,Shelmet,Bug,"['Hydration', 'Overcoat', 'Shell Armor']",50,40,85,40,65,25,305,50.833333333333300,19.454362549881300,5.0,Medium Fast,1000000,0.0,200,0.0,0.4,7.7,48.1
617,Accelgor,Bug,"['Hydration', 'Sticky Hold', 'Unburden']",80,70,40,100,60,145,495,82.5,33.38537604001690,5.0,Medium Fast,1000000,1.0,75,0.0,0.8,25.3,39.5
